Steps,Policy/Extrinsic Value Estimate,Policy/Entropy,Agent1 score,Agent2 score,Agent3 score,Agent4 score,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
660000,-0.32354134,2.0242016,1.5,1.0,1.0,1.5,0.045749485,0.028627343,0.00025054958,0.18351653,0.0041774744,None,None,None,1.0
670000,-0.2922046,1.9050701,2.0,1.0,1.5,3.0,0.03571854,0.021931587,0.00024977684,0.18325895,0.0041646203,None,None,None,1.0
680000,-0.3387715,2.0292785,3.0,1.5,3.0,1.0,0.09449528,0.018538399,0.00024900763,0.18300252,0.0041518263,4999.0,-23.800001226365566,-23.800001226365566,1.0
690000,-0.24633393,1.991176,2.0,3.5,2.0,2.0,None,None,None,None,None,None,None,None,1.0
700000,-0.26320067,2.011197,3.0,3.0,3.5,2.0,0.053311702,0.025371982,0.00024823478,0.18274494,0.004138971,4999.0,-18.700001325458288,-18.700001325458288,1.0
710000,-0.297335,2.0730197,1.5,4.5,1.5,2.0,0.09526585,0.024817057,0.00024746556,0.1824885,0.004126177,None,None,None,1.0
720000,-0.22034454,1.9704405,0.0,0.0,0.5,0.0,0.04639114,0.020182427,0.00024669283,0.18223092,0.004113323,4999.0,-7.62727386910807,-7.62727386910807,1.0
730000,-0.24040526,2.032042,1.0,0.0,0.0,0.0,0.108884,0.025530744,0.00024592303,0.18197435,0.0041005183,4999.0,-8.050000954419374,-8.050000954419374,1.0
740000,-0.07401573,1.8287157,2.0,0.5,2.0,3.0,0.08881226,0.017016053,0.0002451544,0.18171817,0.0040877336,None,None,None,1.0
750000,-0.03393564,1.7342315,2.5,1.5,3.0,4.5,0.055167153,0.025815088,0.00024438166,0.18146051,0.00407488,None,None,None,1.0
760000,-0.25044817,2.060478,2.5,2.0,2.5,3.0,0.040320043,0.024176132,0.00024361302,0.18120432,0.004062095,4999.0,4.899999629706144,4.899999629706144,1.0
770000,-0.17636725,1.9262189,2.0,2.5,2.5,1.5,0.07719381,0.023788244,0.00024284438,0.18094817,0.004049311,None,None,None,1.0
780000,-0.21591304,1.9796984,1.0,1.0,2.5,2.5,0.040364344,0.02087118,0.00024207582,0.18069188,0.0040365257,4999.0,-2.3750007767230272,-2.3750007767230272,1.0
790000,-0.22625066,1.9552236,5.0,2.0,2.0,3.0,0.08684592,0.022933861,0.00024130718,0.1804357,0.0040237433,None,None,None,1.0
800000,-0.2146735,1.9490161,0.0,0.5,2.0,0.0,0.06280292,0.023218708,0.00024053865,0.18017955,0.0040109586,4999.0,-6.4136371019889005,-6.4136371019889005,1.0
810000,-0.24947575,2.026209,1.0,1.0,1.0,2.0,0.07870075,0.01924715,0.00023976943,0.1799231,0.0039981627,4999.0,-6.3500011041760445,-6.3500011041760445,1.0
820000,-0.25738823,1.9408054,1.0,1.0,2.0,1.0,0.07042005,0.02537552,0.00023900079,0.17966695,0.0039853803,None,None,None,1.0
830000,-0.2510456,1.8801289,2.0,3.5,2.0,1.0,0.019737463,0.02675308,0.00023822805,0.17940935,0.003972525,None,None,None,1.0
840000,-0.25782245,1.8287983,2.0,3.0,2.0,1.0,0.10163701,0.022167964,0.00023745593,0.17915197,0.0039596832,3881.3333333333335,-8.366667551298937,-8.366667551298937,1.0
850000,-0.033814214,1.6060251,1.0,1.5,3.5,2.0,0.1395348,0.023699231,0.00023668728,0.17889579,0.003946898,3122.0,0.0499996691942215,0.0499996691942215,1.0
860000,-0.2184708,1.8984482,1.0,2.0,3.0,1.0,0.11413299,0.02057558,0.00023591485,0.17863831,0.0039340495,4999.0,-8.350000144913793,-8.350000144913793,1.0
870000,-0.14336869,1.7723882,1.0,1.0,2.0,1.0,0.07253685,0.023383828,0.0002351463,0.17838205,0.003921265,None,None,None,1.0
880000,-0.12865917,1.7294477,0.0,0.5,0.5,1.5,0.07583649,0.026000569,0.00023437764,0.17812589,0.00390848,4660.181818181818,-3.240909682078795,-3.240909682078795,1.0
890000,-0.1006461,1.7018625,0.0,2.0,0.0,1.0,0.14894685,0.024452237,0.00023360962,0.17786984,0.003895706,None,None,None,1.0
900000,-0.09620318,1.7949827,0.5,2.5,0.0,2.0,0.110196605,0.01726271,0.00023283807,0.1776127,0.0038828722,686.0,19.549999982118607,19.549999982118607,1.0
910000,-0.038287364,1.7584915,1.0,3.0,1.0,4.5,0.038176883,0.022111468,0.00023206524,0.17735513,0.003870018,None,None,None,1.0
920000,-0.12568153,1.7620698,1.0,3.0,1.0,5.0,0.04992209,0.021897165,0.00023129612,0.17709869,0.0038572242,4999.0,5.849999477465947,5.849999477465947,1.0
930000,-0.004538057,1.644891,1.0,1.0,4.0,1.5,0.096774064,0.027848829,0.00023052747,0.17684253,0.0038444395,4999.0,10.549999110400677,10.549999110400677,1.0
940000,-0.07464808,1.6266512,2.0,1.0,2.0,2.5,0.090074204,0.023245165,0.00022975825,0.17658609,0.0038316452,4999.0,3.0999998934566975,3.0999998934566975,1.0
950000,0.017723069,1.5040734,2.0,1.0,1.0,2.0,0.044942074,0.020062305,0.00022898552,0.17632851,0.0038187902,None,None,None,1.0
960000,-0.112859726,1.688584,0.0,1.0,0.0,0.5,0.04797739,0.021686655,0.00022821687,0.17607225,0.003806007,4999.0,-9.730000669509172,-9.730000669509172,1.0
970000,-0.13528216,1.7075601,2.0,0.0,0.0,1.0,0.06225438,0.030152036,0.00022744824,0.17581609,0.0037932226,None,None,None,1.0
980000,-0.12476927,1.7585824,3.0,1.0,0.5,1.0,0.05948485,0.025014805,0.0002266797,0.17555991,0.0037804383,4999.0,2.1999988183379173,2.1999988183379173,1.0
990000,-0.11166477,1.704199,3.0,2.5,1.0,1.0,0.023326932,0.026746023,0.00022590686,0.17530231,0.0037675826,None,None,None,1.0
1000000,-0.1104274,1.6491499,2.0,1.5,1.5,1.5,0.06524967,0.024332104,0.00022513705,0.17504564,0.0037547792,4999.0,3.816666262845198,3.816666262845198,1.0
1010000,-0.13247634,1.6662639,2.5,1.0,2.5,1.5,0.06351628,0.020265691,0.00022436431,0.17478806,0.0037419253,4999.0,-4.9000005424022675,-4.9000005424022675,1.0
1020000,-0.1574877,1.610983,1.0,3.0,2.5,2.0,0.15156445,0.025773829,0.00022359456,0.17453149,0.003729121,2758.5,5.199999485164881,5.199999485164881,1.0
1030000,-0.12262217,1.5853742,1.0,2.0,3.0,2.0,0.064175256,0.026629372,0.00022278816,0.17426267,0.0037157089,None,None,None,1.0
1040000,-0.09890611,1.6201501,0.0,0.5,0.0,1.0,0.056501374,0.028025039,0.00022201895,0.17400633,0.0037029148,4999.0,-3.835000603273511,-3.835000603273511,1.0
1050000,-0.14432542,1.7070447,3.0,0.0,2.0,0.0,None,None,None,None,None,None,None,None,1.0
1060000,-0.13842593,1.6390527,2.0,1.5,2.5,0.5,0.06527223,0.02296457,0.0002212461,0.17374866,0.003690059,4999.0,-5.950000554323196,-5.950000554323196,1.0
1070000,-0.10132818,1.5223691,1.0,2.0,2.0,1.0,0.07445578,0.021322135,0.00022047755,0.17349249,0.0036772762,4443.0,17.999998942017555,17.999998942017555,1.0
1080000,-0.104462996,1.6143744,1.0,2.0,1.5,1.0,0.088449515,0.027725706,0.00021970742,0.17323583,0.0036644659,4999.0,-15.925001122057438,-15.925001122057438,1.0
1090000,-0.13524331,1.6814097,1.0,3.0,2.0,1.0,0.10075644,0.025922168,0.00021893824,0.1729794,0.0036516718,None,None,None,1.0
1100000,-0.109593354,1.5902251,1.0,2.0,1.0,2.0,0.018956186,0.025026718,0.00021816549,0.17272182,0.0036388182,4999.0,-3.1000011283904314,-3.1000011283904314,1.0
1110000,-0.057932522,1.5202131,1.0,2.0,5.0,1.0,0.13954203,0.028481893,0.00021739626,0.17246538,0.0036260237,None,None,None,1.0
1120000,-0.0535843,1.5018593,0.0,0.0,1.0,0.5,0.027399935,0.03161841,0.00021662762,0.17220922,0.0036132396,4999.0,-4.935000819340348,-4.935000819340348,1.0
1130000,-0.13101375,1.58381,0.0,1.0,1.0,0.0,0.07563857,0.019359184,0.00021585908,0.17195304,0.003600455,None,None,None,1.0
1140000,-0.11366838,1.5277342,0.0,1.5,2.0,0.0,0.03257265,0.030527601,0.00021509042,0.1716968,0.0035876702,4999.0,-7.45000134781003,-7.45000134781003,1.0
1150000,-0.120455466,1.5283015,1.0,1.5,3.0,0.0,0.066397004,0.021574138,0.00021432187,0.1714406,0.003574886,4999.0,-8.750001564621925,-8.750001564621925,1.0
1160000,-0.13846733,1.55399,2.5,0.5,0.5,0.5,0.1501968,0.021389725,0.0002135499,0.17118326,0.003562046,4179.333333333333,3.933332622051239,3.933332622051239,1.0
1170000,-0.093504496,1.4125023,0.5,1.0,1.5,2.0,0.11983417,0.02196437,0.00021277848,0.17092614,0.0035492156,356.0,15.299999833106995,15.299999833106995,1.0
1180000,-0.012866823,1.3640158,3.5,1.0,2.0,4.0,0.09844553,0.027334038,0.00021200992,0.17066997,0.003536431,4999.0,-4.025000590831041,-4.025000590831041,1.0
1190000,-0.10374962,1.4288477,7.0,2.0,1.0,2.5,0.13018544,0.021290246,0.00021124128,0.1704138,0.0035236466,None,None,None,1.0
1200000,-0.08038931,1.3556615,1.5,1.5,0.5,0.5,0.0818571,0.014225835,0.0002104686,0.17015615,0.0035107934,4955.333333333333,-1.238889506707589,-1.238889506707589,1.0
1210000,0.00044725338,1.359172,0.0,2.0,1.0,3.0,0.11891242,0.022019655,0.00020969575,0.16989855,0.0034979384,None,None,None,1.0
1220000,-0.03869182,1.3724679,0.0,3.5,1.5,2.0,0.07591205,0.025200605,0.00020892722,0.1696424,0.0034851553,4999.0,13.449998825788498,13.449998825788498,1.0
1230000,0.026221504,1.3349575,0.5,2.0,1.0,1.0,0.07519614,0.02863402,0.00020815856,0.16938622,0.0034723703,3421.5,6.199999298900366,6.199999298900366,1.0
1240000,0.038451504,1.3205557,0.5,1.5,2.5,1.5,0.21721554,0.021813286,0.0002073902,0.16913001,0.003459589,4999.0,-9.400000344961882,-9.400000344961882,1.0
1250000,0.10033936,1.2889825,1.5,1.0,3.5,1.0,0.093869306,0.019499201,0.00020662155,0.16887383,0.0034468046,4999.0,14.399999164044857,14.399999164044857,1.0
1260000,0.20153861,1.2786353,1.5,1.5,3.5,1.0,0.0709498,0.022767752,0.00020585301,0.16861768,0.00343402,4999.0,2.0249994210898876,2.0249994210898876,1.0
1270000,0.049135167,1.459742,1.0,2.0,2.0,1.0,0.13609399,0.016796542,0.00020508173,0.16836058,0.003421192,675.0,18.199999921023846,18.199999921023846,1.0
1280000,0.08577279,1.3645134,1.0,2.0,2.0,0.5,0.07149302,0.0306642,0.00020431311,0.16810432,0.0034084076,4999.0,11.212499373592436,11.212499373592436,1.0
1290000,0.20293239,1.2842468,0.0,1.0,2.0,2.0,0.11611655,0.020166678,0.00020354094,0.167847,0.0033955635,None,None,None,1.0
1300000,0.14319049,1.3578875,1.5,1.5,2.0,2.5,0.12459698,0.024371905,0.0002027688,0.1675896,0.0033827198,4982.0,16.19999898970127,16.19999898970127,1.0
1310000,0.10224521,1.3713956,3.0,2.0,2.0,3.0,0.10128888,0.025915919,0.00020200017,0.16733342,0.0033699353,4364.0,5.299999237060547,5.299999237060547,1.0
1320000,0.107213855,1.3021722,1.0,0.5,1.0,0.5,0.17620414,0.018873386,0.00020122863,0.16707617,0.0033571029,4999.0,10.474998816847801,10.474998816847801,1.0
1330000,0.027681947,1.2791767,2.0,1.0,0.0,0.0,0.06284342,0.0203931,0.00020046007,0.16682002,0.0033443186,4999.0,-19.950000897049904,-19.950000897049904,1.0
1340000,0.005783805,1.1799105,2.0,1.0,0.0,0.0,0.017814245,0.024456365,0.00019968725,0.16656242,0.0033314645,None,None,None,1.0
1350000,0.029358786,1.2455527,1.0,1.0,1.5,0.0,0.060045592,0.024716694,0.00019891869,0.16630617,0.0033186798,4999.0,-20.800001077353954,-20.800001077353954,1.0
1360000,0.049644165,1.2952241,0.5,0.5,0.5,0.0,0.06324169,0.02637265,0.00019815005,0.16604999,0.003305895,4999.0,-2.4375007832422853,-2.4375007832422853,1.0
1370000,-0.04067936,1.3888154,0.0,2.0,2.0,1.0,0.05275089,0.022669964,0.00019737786,0.16579257,0.003293051,None,None,None,1.0
1380000,0.00048063364,1.3295468,0.5,3.0,3.0,1.0,0.06786712,0.021523999,0.00019660924,0.1655364,0.0032802667,4999.0,-13.00000100210309,-13.00000100210309,1.0
1390000,-0.005519384,1.324803,3.5,2.5,2.5,1.5,0.08615913,0.022098323,0.00019584001,0.16527997,0.0032674721,4999.0,7.916666424522798,7.916666424522798,1.0
1400000,0.1107059,1.2122118,2.0,1.5,2.5,1.5,0.23933953,0.022522537,0.00019506774,0.16502252,0.0032546248,3429.0,3.683333158493042,3.683333158493042,1.0
1410000,0.08784242,1.3039595,1.0,2.0,2.0,1.5,0.109463885,0.023031838,0.00019429908,0.16476634,0.00324184,4999.0,14.299998953938484,14.299998953938484,1.0
1420000,0.13330856,1.2921994,1.0,1.5,2.0,2.0,0.09661775,0.02735007,0.00019353033,0.16451012,0.0032290535,1801.0,33.600000225007534,33.600000225007534,1.0
1430000,0.13056804,1.2160269,2.0,2.0,2.0,1.0,0.08127284,0.024485847,0.00019276179,0.16425388,0.0032162692,4999.0,19.349999975413084,19.349999975413084,1.0
1440000,0.13305119,1.2603838,1.0,1.0,1.0,0.5,None,None,None,None,None,4999.0,4.49999931640923,4.49999931640923,1.0
1450000,0.16091053,1.0958483,3.0,0.0,2.0,0.0,0.116530545,0.024691332,0.00019198895,0.1639963,0.0032034153,None,None,None,1.0
1460000,0.3185812,1.1584203,1.5,2.0,2.0,1.0,0.1349781,0.030145919,0.00019121838,0.1637394,0.0031905987,2294.3333333333335,17.183333170910675,17.183333170910675,1.0
1470000,0.27264833,1.2002826,4.5,3.5,2.5,1.5,0.17593834,0.019301666,0.00019045007,0.16348332,0.0031778195,4999.0,7.874999720603228,7.874999720603228,1.0
1480000,0.3878395,1.1959875,3.5,3.0,1.0,2.5,0.11977219,0.025187725,0.00018968094,0.16322699,0.003165024,2982.25,14.562499604187906,14.562499604187906,1.0
1490000,0.24731037,1.3325456,2.0,3.0,2.5,1.0,0.3498638,0.017992126,0.00018891074,0.1629702,0.003152214,4999.0,2.049998916685581,2.049998916685581,1.0
1500000,0.2743777,1.1629584,1.0,3.0,4.0,1.0,0.10246318,0.01996473,0.00018814212,0.16271403,0.0031394297,4999.0,17.799999110400677,17.799999110400677,1.0
1510000,0.4226387,1.1344334,2.0,2.5,2.0,2.5,0.08863018,0.023983875,0.00018737356,0.16245785,0.003126645,1952.25,18.887499967589974,18.887499967589974,1.0
1520000,0.27015036,1.2315558,1.5,2.0,0.5,3.0,0.4576098,0.027304482,0.0001866052,0.16220173,0.0031138652,4999.0,18.791665848965447,18.791665848965447,1.0
1530000,0.44483185,1.1965985,1.0,2.0,1.0,2.0,0.18680839,0.030568833,0.00018583405,0.16194469,0.0031010376,2715.0,28.624999433755875,28.624999433755875,1.0
1540000,0.45203072,1.1475196,2.0,4.0,3.0,6.0,0.29040813,0.02395901,0.00018506552,0.16168848,0.0030882566,4084.5,22.649999123066664,22.649999123066664,1.0
1550000,0.54733807,1.1048623,3.0,2.5,2.0,4.5,0.24953641,0.027987298,0.00018429382,0.16143127,0.00307542,3702.0,31.583332831660908,31.583332831660908,1.0
1560000,0.55263186,1.2099657,5.0,2.0,2.5,2.5,0.43324074,0.022763547,0.00018352426,0.16117474,0.0030626203,4225.0,31.566665650655825,31.566665650655825,1.0
1570000,0.37063035,1.178699,1.5,2.0,2.5,3.5,0.093824744,0.018826094,0.00018275571,0.16091858,0.0030498353,None,None,None,1.0
1580000,0.33046073,1.1247346,2.0,2.0,3.0,4.0,0.03164991,0.02739858,0.00018198286,0.16066092,0.0030369817,None,None,None,1.0
1590000,0.37025848,1.0741466,1.5,2.0,2.5,4.0,0.013527716,0.02786819,0.00018119096,0.16039698,0.0030238084,3845.5,21.49999933131039,21.49999933131039,1.0
1600000,0.63690084,1.0659299,2.0,1.0,0.5,1.0,0.293213,0.0260798,0.00018041822,0.16013943,0.0030109563,4157.875,33.21874973317608,33.21874973317608,1.0
1610000,0.6640273,1.0855645,0.0,6.0,6.0,0.0,0.56810266,0.021125067,0.00017964562,0.15988189,0.002998105,2384.2,23.280000104010107,23.280000104010107,1.0
1620000,0.83184874,1.0875429,2.0,2.5,1.5,4.0,0.5362894,0.022966295,0.00017887453,0.15962486,0.0029852784,2344.25,35.36249985359609,35.36249985359609,1.0
1630000,0.7591424,1.0953262,1.0,2.0,1.5,1.0,0.5248239,0.024688093,0.00017810643,0.15936881,0.0029725013,3553.6666666666665,31.233333088457584,31.233333088457584,1.0
1640000,0.84287834,1.0561281,1.0,3.5,2.0,2.5,0.11561377,0.026264628,0.00017733728,0.15911241,0.0029597082,3287.6666666666665,55.866666627426945,55.866666627426945,1.0
1650000,1.1151546,1.0029116,1.0,1.5,4.0,2.0,0.6485974,0.025572168,0.00017656774,0.1588559,0.0029469102,1669.4,45.80999970287085,45.80999970287085,1.0
1660000,1.1650602,1.0133128,1.5,4.5,3.0,1.0,0.65434957,0.020438455,0.0001757931,0.15859765,0.0029340237,2161.6,43.1699995316565,43.1699995316565,1.0
1670000,1.1627642,1.037662,2.5,1.0,1.5,1.5,0.6769159,0.025232282,0.0001750206,0.15834016,0.002921174,1970.5,44.81249954178929,44.81249954178929,1.0
1680000,1.4702622,0.98009557,2.5,3.0,0.5,1.0,0.69871026,0.030251794,0.00017425201,0.15808399,0.0029083916,2813.8,53.54999950528145,53.54999950528145,1.0
1690000,1.5489556,0.95155483,1.0,2.0,6.0,5.0,0.50636953,0.021635465,0.00017347933,0.15782642,0.002895539,1425.25,49.36250022239983,49.36250022239983,1.0
1700000,1.6666223,1.0027561,1.0,2.5,3.5,2.0,0.69171876,0.024772262,0.00017270767,0.15756923,0.0028827032,2146.0,65.32000018954277,65.32000018954277,1.0
