Steps,Policy/Extrinsic Value Estimate,Policy/Entropy,Agent1 score,Agent2 score,Agent3 score,Agent4 score,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
1160000,10.369862,0.7224447,3.5,4.0,4.0,4.0,0.9936354,0.019122794,0.00021308196,0.1710273,0.0071056276,703.8181818181819,88.97000088691712,88.97000088691712,1.0
1170000,10.444962,0.70540226,6.0,6.0,3.0,3.0,0.9715774,0.017727159,0.00021230816,0.17076936,0.0070798607,955.2,109.0309100151062,109.0309100151062,1.0
1180000,10.454735,0.74661195,0.5,1.5,4.5,3.5,0.9734699,0.019116992,0.00021153959,0.1705132,0.007054267,1027.4545454545455,103.43000092506409,103.43000092506409,1.0
1190000,10.514957,0.69256824,3.5,3.0,3.5,3.0,0.9005889,0.016540347,0.00021075612,0.17025203,0.0070281774,536.0833333333334,81.1433332959811,81.1433332959811,1.0
1200000,10.444902,0.74049294,2.0,2.5,2.5,1.0,None,None,None,None,None,950.6,115.99636383490129,115.99636383490129,1.0
1210000,10.529668,0.69351774,2.0,2.0,2.0,4.5,0.9486357,0.019742452,0.00020998484,0.1699949,0.0070024934,1369.4545454545455,158.90545532920143,158.90545532920143,1.0
1220000,10.58368,0.68583626,5.0,4.0,4.0,4.0,1.1416311,0.016821725,0.00020920075,0.16973358,0.0069763837,831.9166666666666,107.08166684707005,107.08166684707005,1.0
1230000,10.593459,0.6737917,1.5,3.0,1.0,1.5,0.80096984,0.020407815,0.00020842873,0.16947623,0.006950675,737.7,92.54400005340577,92.54400005340577,1.0
1240000,10.575051,0.6748009,2.5,2.0,0.5,3.5,0.89341867,0.017700989,0.00020766021,0.16922005,0.006925083,988.7272727272727,121.56363708322698,121.56363708322698,1.0
1250000,10.66018,0.6658832,6.0,1.0,1.0,1.0,1.0266057,0.01901186,0.00020688919,0.16896303,0.0068994095,723.3,92.28200035095215,92.28200035095215,1.0
1260000,10.718115,0.6712442,3.0,3.0,4.5,4.0,0.9164913,0.011141649,0.00020611573,0.16870521,0.0068736523,995.4166666666666,121.01166725158691,121.01166725158691,1.0
1270000,10.771801,0.6620116,1.5,3.5,3.0,3.0,0.9742721,0.019833343,0.00020534593,0.16844863,0.006848018,1104.6363636363637,131.78545544364235,131.78545544364235,1.0
1280000,10.79327,0.66458553,1.0,2.5,2.5,2.5,1.2539382,0.014226469,0.0002045708,0.16819027,0.006822207,687.5454545454545,88.14363692023538,88.14363692023538,1.0
1290000,10.920426,0.6537667,2.0,2.5,3.0,2.0,1.0349443,0.016660538,0.00020380138,0.16793379,0.006796584,519.6363636363636,68.68545484542847,68.68545484542847,1.0
1300000,10.971026,0.66028357,4.0,4.0,5.0,5.0,1.077381,0.015280569,0.00020302864,0.1676762,0.006770852,1083.2,133.05000147819518,133.05000147819518,1.0
1310000,10.977359,0.66650915,4.5,2.0,2.5,4.0,0.9610936,0.01882385,0.0002022605,0.16742016,0.0067452732,862.8181818181819,111.53636368838224,111.53636368838224,1.0
1320000,10.9842,0.68290424,2.0,4.0,3.5,2.5,0.8626442,0.012976712,0.0002014871,0.16716236,0.0067195185,1759.2,206.32600226402283,206.32600226402283,1.0
1330000,10.878292,0.6890013,3.0,2.0,4.5,4.0,0.904394,0.018478507,0.00020071723,0.16690573,0.0066938824,637.6,77.35600018501282,77.35600018501282,1.0
1340000,10.805088,0.6957013,4.0,2.0,4.0,4.0,0.95792884,0.019073464,0.00019994023,0.16664673,0.0066680075,874.2,106.27400004863739,106.27400004863739,1.0
1350000,10.845312,0.671332,2.0,1.5,2.5,1.5,0.96255785,0.017277604,0.00019916918,0.16638969,0.0066423314,932.5833333333334,110.92833399772644,110.92833399772644,1.0
1360000,10.904178,0.67653656,2.0,5.0,4.5,4.0,1.1297401,0.01729432,0.00019839719,0.16613239,0.0066166245,1153.8,141.08000106811522,141.08000106811522,1.0
1370000,10.956166,0.64890057,5.0,2.5,4.0,5.5,1.1172097,0.016241169,0.00019762255,0.16587418,0.0065908297,849.0833333333334,96.97818162224509,96.97818162224509,1.0
1380000,10.986379,0.6733084,4.0,3.0,3.5,1.5,1.234246,0.01698867,0.00019684895,0.1656163,0.0065650684,540.0,94.87818254124035,94.87818254124035,1.0
1390000,10.934682,0.67159235,5.0,3.5,3.5,3.5,1.022921,0.01660285,0.00019607502,0.16535833,0.0065392978,774.1818181818181,93.898182164539,93.898182164539,1.0
1400000,10.985954,0.65287775,1.5,2.0,2.0,2.5,1.0489789,0.016646005,0.00019530398,0.16510132,0.0065136207,1604.0,185.71091001684016,185.71091001684016,1.0
1410000,11.001068,0.6373841,1.0,2.0,4.0,1.0,0.8922959,0.0127724465,0.00019452635,0.16484208,0.006487726,689.6363636363636,90.8600000034679,90.8600000034679,1.0
1420000,10.955687,0.6490103,3.0,4.0,3.0,4.0,0.85913175,0.012860582,0.0001937492,0.16458306,0.0064618466,829.8181818181819,103.5720006942749,103.5720006942749,1.0
1430000,11.0868435,0.6332904,1.5,2.0,1.5,2.0,1.097718,0.018077744,0.00019297477,0.16432491,0.0064360583,787.3333333333334,101.17384661160983,101.17384661160983,1.0
1440000,11.091212,0.6378656,2.5,1.5,1.5,2.0,1.039437,0.013931797,0.00019220436,0.1640681,0.0064104036,962.3333333333334,121.78333361943562,121.78333361943562,1.0
1450000,11.077322,0.64067197,1.0,3.0,1.0,4.0,1.1498952,0.018550344,0.00019143157,0.16381052,0.0063846693,911.7272727272727,112.71090923656116,112.71090923656116,1.0
1460000,11.138144,0.63819456,3.5,1.5,2.5,3.0,1.0414907,0.012203956,0.00019065598,0.16355199,0.0063588424,932.75,114.6350001891454,114.6350001891454,1.0
1470000,11.168206,0.6470464,4.5,3.5,5.0,4.0,1.1205906,0.011620627,0.00018988318,0.16329437,0.006333108,966.2727272727273,118.27090991627087,118.27090991627087,1.0
1480000,11.20448,0.6230136,3.0,3.0,4.5,4.0,1.1186833,0.013404392,0.00018910895,0.1630363,0.0063073267,828.0909090909091,107.3327277356928,107.3327277356928,1.0
1490000,11.142427,0.61263067,4.0,4.0,1.0,2.0,0.93841124,0.017026313,0.00018833698,0.16277897,0.006281619,751.0,93.43000020980836,93.43000020980836,1.0
1500000,11.11595,0.6137649,2.5,6.5,3.5,4.0,1.1224712,0.018353352,0.0001875611,0.16252035,0.0062557827,1058.1666666666667,128.0100005865097,128.0100005865097,1.0
1510000,11.199729,0.5991564,4.5,3.0,2.0,5.5,1.0364866,0.016943185,0.00018678694,0.16226229,0.006230003,866.5454545454545,106.68909103220159,106.68909103220159,1.0
1520000,11.250386,0.6098036,2.0,5.5,1.0,4.0,1.060245,0.012246386,0.00018601693,0.16200563,0.0062043625,894.1666666666666,121.46727293187922,121.46727293187922,1.0
1530000,11.344652,0.62603474,3.5,2.0,1.5,4.0,None,None,None,None,None,692.6363636363636,89.32666738828023,89.32666738828023,1.0
1540000,11.298346,0.60528475,3.0,3.0,3.5,2.5,0.9667599,0.021642704,0.00018523626,0.1617454,0.0061783656,818.5454545454545,106.81272840499878,106.81272840499878,1.0
1550000,11.336188,0.6041926,0.5,0.5,4.0,2.5,1.0486561,0.015491953,0.00018446414,0.16148801,0.006152654,985.5454545454545,127.53272806514393,127.53272806514393,1.0
1560000,11.3378105,0.5966078,2.5,2.5,4.0,4.5,1.0052844,0.019465731,0.00018368714,0.16122904,0.00612678,1092.909090909091,134.40363680232656,134.40363680232656,1.0
1570000,11.382346,0.61264026,1.0,1.0,1.0,1.0,0.9365145,0.015784971,0.00018291635,0.1609721,0.006101113,818.4166666666666,108.35666704177856,108.35666704177856,1.0
1580000,11.370234,0.59226364,0.5,2.0,1.0,0.5,1.1450653,0.019623881,0.00018213697,0.1607123,0.006075159,973.6363636363636,123.06181859970093,123.06181859970093,1.0
